Record Type,Personnum,Last Name,First Name,MI,Shift Date,Start Time,End Date,Duration,Shift Type,Null,Null,Processed Time,Job Code,q,Worked Costs Center,Facility ID
SCHEDIMPORT,50304,Last305,First305,,20230911,8:00,18:30,10:30,REG,,,2.02E+11,N1212,47010,47010,CNMC
SCHEDIMPORT,50305,Last306,First306,,20230907,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42140,42140,CNMC
SCHEDIMPORT,50305,Last306,First306,,20230911,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42140,42140,CNMC
SCHEDIMPORT,50306,Last307,First307,,20230905,8:00,16:30,8:30,REG,,,2.02E+11,N1212,53520,53520,CNMC
SCHEDIMPORT,50306,Last307,First307,,20230906,8:00,12:00,4:00,REG,,,2.02E+11,N1212,53520,53520,CNMC
SCHEDIMPORT,50306,Last307,First307,,20230908,8:00,16:30,8:30,REG,,,2.02E+11,N1212,53520,53520,CNMC
SCHEDIMPORT,50307,Last308,First308,,20230905,8:30,19:00,10:30,REG,,,2.02E+11,N1213,46020,46020,CNMC
SCHEDIMPORT,50307,Last308,First308,,20230906,8:30,19:00,10:30,REG,,,2.02E+11,N1213,46020,46020,CNMC
SCHEDIMPORT,50307,Last308,First308,,20230907,8:30,19:00,10:30,REG,,,2.02E+11,N1213,46020,46020,CNMC
SCHEDIMPORT,50307,Last308,First308,,20230908,8:30,19:00,10:30,REG,,,2.02E+11,N1213,46020,46020,CNMC
SCHEDIMPORT,50307,Last308,First308,,20230911,8:30,19:00,10:30,REG,,,2.02E+11,N1213,46020,46020,CNMC
SCHEDIMPORT,50307,Last308,First308,,20230912,8:30,19:00,10:30,REG,,,2.02E+11,N1213,46020,46020,CNMC
SCHEDIMPORT,50308,Last309,First309,,20230905,7:00,17:30,10:30,REG,,,2.02E+11,N1212,47005,47005,CNMC
SCHEDIMPORT,50308,Last309,First309,,20230906,7:00,17:30,10:30,REG,,,2.02E+11,N1212,47005,47005,CNMC
SCHEDIMPORT,50308,Last309,First309,,20230907,7:00,8:00,1:00,Ed-Mtg,,,2.02E+11,N1591,47005,47005,CNMC
SCHEDIMPORT,50308,Last309,First309,,20230907,8:00,8:30,0:30,REG,,,2.02E+11,N1591,47005,47005,CNMC
SCHEDIMPORT,50308,Last309,First309,,20230907,8:30,17:30,9:00,REG,,,2.02E+11,N1212,47005,47005,CNMC
SCHEDIMPORT,50308,Last309,First309,,20230908,7:00,17:30,10:30,REG,,,2.02E+11,N1212,47005,47005,CNMC
SCHEDIMPORT,50308,Last309,First309,,20230911,7:00,17:30,10:30,REG,,,2.02E+11,N1212,47005,47005,CNMC
SCHEDIMPORT,50308,Last309,First309,,20230912,7:00,17:30,10:30,REG,,,2.02E+11,N1212,47005,47005,CNMC
SCHEDIMPORT,50309,Last310,First310,Y,20230906,7:00,19:30,12:30,SUPER,,,2.02E+11,N1232,42145,42145,CNMC
SCHEDIMPORT,50309,Last310,First310,Y,20230907,7:00,19:30,12:30,SUPER,,,2.02E+11,N1232,42145,42145,CNMC
SCHEDIMPORT,50309,Last310,First310,Y,20230909,7:00,19:30,12:30,REG,,,2.02E+11,N1232,42145,42145,CNMC
SCHEDIMPORT,50309,Last310,First310,Y,20230910,7:00,19:30,12:30,REG,,,2.02E+11,N1232,42145,42145,CNMC
SCHEDIMPORT,50309,Last310,First310,Y,20230912,7:00,19:30,12:30,SUPER,,,2.02E+11,N1232,42145,42145,CNMC
SCHEDIMPORT,50310,Last311,First311,,20230906,0:00,10:00,10:00,PTO,,,2.02E+11,N1441,42000,42000,CNMC
SCHEDIMPORT,50311,Last312,First312,J,20230905,6:30,17:00,10:30,REG,,,2.02E+11,N1320,53240,53240,CNMC
SCHEDIMPORT,50311,Last312,First312,J,20230906,6:30,17:00,10:30,REG,,,2.02E+11,N1320,53240,53240,CNMC
SCHEDIMPORT,50311,Last312,First312,J,20230908,6:30,17:00,10:30,REG,,,2.02E+11,N1320,53240,53240,CNMC
SCHEDIMPORT,50311,Last312,First312,J,20230912,6:30,17:00,10:30,REG,,,2.02E+11,N1320,53240,53240,CNMC
SCHEDIMPORT,50312,Last313,First313,M,20230905,19:00,7:30,12:30,REG,,,2.02E+11,R2129,53025,53025,CNMC
SCHEDIMPORT,50312,Last313,First313,M,20230907,7:00,19:30,12:30,REG,,,2.02E+11,R2129,53025,53025,CNMC
SCHEDIMPORT,50312,Last313,First313,M,20230908,7:00,19:30,12:30,REG,,,2.02E+11,R2129,53025,53025,CNMC
SCHEDIMPORT,50312,Last313,First313,M,20230909,7:00,19:30,12:30,REG,,,2.02E+11,R2129,53025,53025,CNMC
SCHEDIMPORT,50312,Last313,First313,M,20230911,7:00,19:30,12:30,REG,,,2.02E+11,R2129,53025,53025,CNMC
SCHEDIMPORT,50312,Last313,First313,M,20230912,7:00,19:30,12:30,REG,,,2.02E+11,R2129,53025,53025,CNMC
SCHEDIMPORT,50313,Last314,First314,C,20230905,7:30,16:00,8:30,REG,,,2.02E+11,C2111,53025,53025,CNMC
SCHEDIMPORT,50313,Last314,First314,C,20230906,7:30,16:00,8:30,REG,,,2.02E+11,C2111,53025,53025,CNMC
SCHEDIMPORT,50313,Last314,First314,C,20230907,7:30,16:00,8:30,REG,,,2.02E+11,C2111,53025,53025,CNMC
SCHEDIMPORT,50313,Last314,First314,C,20230908,7:30,16:00,8:30,REG,,,2.02E+11,C2111,53025,53025,CNMC
SCHEDIMPORT,50313,Last314,First314,C,20230911,7:30,16:00,8:30,REG,,,2.02E+11,C2111,53025,53025,CNMC
SCHEDIMPORT,50313,Last314,First314,C,20230912,7:30,16:00,8:30,REG,,,2.02E+11,C2111,53025,53025,CNMC
SCHEDIMPORT,50314,Last315,First315,L,20230909,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,50314,Last315,First315,L,20230911,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,50315,Last316,First316,,20230905,7:00,19:30,12:30,REG,,,2.02E+11,R2131,53025,53025,CNMC
SCHEDIMPORT,50315,Last316,First316,,20230908,7:00,19:30,12:30,REG,,,2.02E+11,R2131,53025,53025,CNMC
SCHEDIMPORT,50315,Last316,First316,,20230911,7:00,19:30,12:30,REG,,,2.02E+11,R2131,53025,53025,CNMC
SCHEDIMPORT,50315,Last316,First316,,20230912,7:00,19:30,12:30,REG,,,2.02E+11,R2131,53025,53025,CNMC
SCHEDIMPORT,50316,Last317,First317,F,20230906,19:00,7:30,12:30,REG,,,2.02E+11,P5812,42125,42125,CNMC
SCHEDIMPORT,50316,Last317,First317,F,20230907,19:00,7:30,12:30,REG,,,2.02E+11,P5812,42125,42125,CNMC
SCHEDIMPORT,50316,Last317,First317,F,20230908,19:00,7:30,12:30,REG,,,2.02E+11,P5812,42125,42125,CNMC
SCHEDIMPORT,50316,Last317,First317,F,20230911,19:00,7:30,12:30,REG,,,2.02E+11,P5812,42125,42125,CNMC
SCHEDIMPORT,50316,Last317,First317,F,20230912,19:00,7:30,12:30,REG,,,2.02E+11,P5812,42125,42125,CNMC
SCHEDIMPORT,50317,Last318,First318,C,20230906,7:00,19:30,12:30,REG,,,2.02E+11,P5611,53430,53430,CNMC
SCHEDIMPORT,50317,Last318,First318,C,20230907,7:00,15:30,8:30,REG,,,2.02E+11,P5611,53430,53430,CNMC
SCHEDIMPORT,50317,Last318,First318,C,20230907,7:00,11:00,4:00,PTO,,,2.02E+11,P5611,53430,53430,CNMC
SCHEDIMPORT,50317,Last318,First318,C,20230911,7:00,19:00,12:00,PTO,,,2.02E+11,P5611,53430,53430,CNMC
SCHEDIMPORT,50318,Last319,First319,,20230909,7:00,19:30,12:30,REG,,,2.02E+11,HSC008,91645,91645,CNMC
SCHEDIMPORT,50318,Last319,First319,,20230910,7:00,19:30,12:30,REG,,,2.02E+11,HSC008,91645,91645,CNMC
SCHEDIMPORT,50319,Last320,First320,L,20230907,7:00,19:30,12:30,REG,,,2.02E+11,R2012,42000,42000,CNMC
SCHEDIMPORT,50319,Last320,First320,L,20230908,7:00,19:30,12:30,REG,,,2.02E+11,R2012,42000,42000,CNMC
SCHEDIMPORT,50319,Last320,First320,L,20230909,7:00,19:30,12:30,REG,,,2.02E+11,R2012,42000,42000,CNMC
SCHEDIMPORT,50319,Last320,First320,L,20230912,7:00,19:30,12:30,REG,,,2.02E+11,R2012,42000,42000,CNMC
SCHEDIMPORT,50320,Last321,First321,W,20230905,7:00,3:00,20:00,PTO,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,50321,Last322,First322,,20230905,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,50321,Last322,First322,,20230908,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,50321,Last322,First322,,20230909,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,50321,Last322,First322,,20230910,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,50322,Last323,First323,,20230907,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42125,42125,CNMC
SCHEDIMPORT,50322,Last323,First323,,20230908,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42125,42125,CNMC
SCHEDIMPORT,50322,Last323,First323,,20230909,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42125,42125,CNMC
SCHEDIMPORT,50322,Last323,First323,,20230910,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42125,42125,CNMC
SCHEDIMPORT,50323,Last324,First324,,20230905,7:00,19:30,12:30,REG,,,2.02E+11,P5812,42000,42000,CNMC
SCHEDIMPORT,50323,Last324,First324,,20230906,7:00,19:30,12:30,REG,,,2.02E+11,P5812,42000,42000,CNMC
SCHEDIMPORT,50323,Last324,First324,,20230910,7:00,19:30,12:30,REG,,,2.02E+11,P5812,42000,42000,CNMC
SCHEDIMPORT,50323,Last324,First324,,20230911,7:00,19:30,12:30,REG,,,2.02E+11,P5812,42000,42000,CNMC
SCHEDIMPORT,50323,Last324,First324,,20230912,7:00,19:30,12:30,REG,,,2.02E+11,P5812,42000,42000,CNMC
SCHEDIMPORT,50324,Last325,First325,,20230909,19:00,7:30,12:30,REG,,,2.02E+11,N1217,42130,42130,CNMC
SCHEDIMPORT,50324,Last325,First325,,20230910,19:00,7:30,12:30,REG,,,2.02E+11,N1217,42130,42130,CNMC
SCHEDIMPORT,50325,Last326,First326,,20230905,19:00,7:30,12:30,REG,,,2.02E+11,N1211,42150,42150,CNMC
SCHEDIMPORT,50325,Last326,First326,,20230906,19:00,7:30,12:30,REG,,,2.02E+11,N1211,42150,42150,CNMC
SCHEDIMPORT,50325,Last326,First326,,20230912,19:00,7:30,12:30,REG,,,2.02E+11,N1211,42150,42150,CNMC
SCHEDIMPORT,50326,Last327,First327,,20230910,7:00,15:30,8:30,REG,,,2.02E+11,N1212,53430,53430,CNMC
SCHEDIMPORT,50327,Last328,First328,,20230906,19:00,7:30,12:30,REG,,,2.02E+11,N1212,53430,53430,CNMC
SCHEDIMPORT,50327,Last328,First328,,20230907,19:00,7:30,12:30,REG,,,2.02E+11,N1212,53430,53430,CNMC
SCHEDIMPORT,50327,Last328,First328,,20230908,19:00,7:30,12:30,REG,,,2.02E+11,N1212,53430,53430,CNMC
SCHEDIMPORT,50328,Last329,First329,,20230905,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,50328,Last329,First329,,20230912,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,50329,Last330,First330,H,20230905,8:00,16:30,8:30,REG,,,2.02E+11,T2123,59020,59020,CNMC
SCHEDIMPORT,50329,Last330,First330,H,20230906,8:00,16:30,8:30,REG,,,2.02E+11,T2123,59020,59020,CNMC
SCHEDIMPORT,50329,Last330,First330,H,20230907,8:00,16:30,8:30,REG,,,2.02E+11,T2123,59020,59020,CNMC
SCHEDIMPORT,50329,Last330,First330,H,20230908,8:00,16:30,8:30,REG,,,2.02E+11,T2123,59020,59020,CNMC
SCHEDIMPORT,50329,Last330,First330,H,20230911,8:00,16:30,8:30,REG,,,2.02E+11,T2123,59020,59020,CNMC
SCHEDIMPORT,50329,Last330,First330,H,20230912,8:00,16:30,8:30,REG,,,2.02E+11,T2123,59020,59020,CNMC
SCHEDIMPORT,50330,Last331,First331,,20230906,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,50331,Last332,First332,L,20230905,7:00,19:30,12:30,REG,,,2.02E+11,T1350,53430,53430,CNMC
SCHEDIMPORT,50331,Last332,First332,L,20230907,7:00,19:30,12:30,REG,,,2.02E+11,T1350,53430,53430,CNMC
SCHEDIMPORT,50331,Last332,First332,L,20230912,7:00,19:30,12:30,REG,,,2.02E+11,T1350,53430,53430,CNMC
SCHEDIMPORT,50332,Last333,First333,,20230905,10:00,18:30,8:30,REG,,,2.02E+11,C5606,41040,41040,CNMC
SCHEDIMPORT,50332,Last333,First333,,20230906,10:00,18:30,8:30,REG,,,2.02E+11,C5606,41040,41040,CNMC
SCHEDIMPORT,50332,Last333,First333,,20230907,10:00,18:30,8:30,REG,,,2.02E+11,C5606,41040,41040,CNMC
SCHEDIMPORT,50332,Last333,First333,,20230908,10:00,18:30,8:30,REG,,,2.02E+11,C5606,41040,41040,CNMC
SCHEDIMPORT,50332,Last333,First333,,20230911,10:00,18:30,8:30,REG,,,2.02E+11,C5606,41040,41040,CNMC
SCHEDIMPORT,50332,Last333,First333,,20230912,10:00,18:30,8:30,REG,,,2.02E+11,C5606,41040,41040,CNMC
SCHEDIMPORT,50333,Last334,First334,N,20230909,19:00,7:30,12:30,REG,,,2.02E+11,N1217,42150,42150,CNMC
SCHEDIMPORT,50333,Last334,First334,N,20230910,19:00,7:30,12:30,REG,,,2.02E+11,N1217,42150,42150,CNMC
SCHEDIMPORT,50334,Last335,First335,M,20230905,7:00,19:30,12:30,REG,,,2.02E+11,N1232,42145,42145,CNMC
SCHEDIMPORT,50334,Last335,First335,M,20230907,7:00,19:30,12:30,REG,,,2.02E+11,N1232,42145,42145,CNMC
SCHEDIMPORT,50334,Last335,First335,M,20230908,19:00,7:30,12:30,REG,,,2.02E+11,N1232,42145,42145,CNMC
SCHEDIMPORT,50334,Last335,First335,M,20230909,19:00,7:30,12:30,REG,,,2.02E+11,N1232,42145,42145,CNMC
SCHEDIMPORT,50334,Last335,First335,M,20230911,8:00,16:30,8:30,Ed-Mtg,,,2.02E+11,N1232,42145,42145,CNMC
SCHEDIMPORT,50334,Last335,First335,M,20230912,19:00,7:30,12:30,REG,,,2.02E+11,N1232,42145,42145,CNMC
SCHEDIMPORT,50335,Last336,First336,Y,20230909,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42160,42160,CNMC
SCHEDIMPORT,50335,Last336,First336,Y,20230910,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42160,42160,CNMC
SCHEDIMPORT,50336,Last337,First337,,20230909,7:30,16:00,8:30,REG,,,2.02E+11,N1212,59540,59540,CNMC
SCHEDIMPORT,50337,Last338,First338,,20230905,8:00,12:00,4:00,PTO,,,2.02E+11,N1441,53710,53710,CNMC
SCHEDIMPORT,50338,Last339,First339,M,20230907,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,50338,Last339,First339,M,20230909,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,50338,Last339,First339,M,20230911,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,50339,Last340,First340,B,20230907,7:00,19:30,12:30,REG,,,2.02E+11,PC063,91685,91685,CNMC
SCHEDIMPORT,50339,Last340,First340,B,20230909,7:00,19:30,12:30,REG,,,2.02E+11,PC063,91685,91685,CNMC
SCHEDIMPORT,50339,Last340,First340,B,20230912,7:00,19:30,12:30,REG,,,2.02E+11,PC063,91685,91685,CNMC
SCHEDIMPORT,50340,Last341,First341,,20230905,8:00,16:00,8:00,PTO,,,2.02E+11,P5814,59540,59540,CNMC
SCHEDIMPORT,50340,Last341,First341,,20230906,8:00,16:30,8:30,REG,,,2.02E+11,P5814,59540,59540,CNMC
SCHEDIMPORT,50340,Last341,First341,,20230907,8:00,16:30,8:30,REG,,,2.02E+11,P5814,59540,59540,CNMC
SCHEDIMPORT,50340,Last341,First341,,20230908,8:00,16:30,8:30,REG,,,2.02E+11,P5814,59540,59540,CNMC
SCHEDIMPORT,50340,Last341,First341,,20230911,8:00,16:30,8:30,REG,,,2.02E+11,P5814,59540,59540,CNMC
SCHEDIMPORT,50340,Last341,First341,,20230912,8:00,16:30,8:30,REG,,,2.02E+11,P5814,59540,59540,CNMC
SCHEDIMPORT,50341,Last342,First342,S,20230906,19:00,7:30,12:30,REG,,,2.02E+11,N1441,42160,42160,CNMC
SCHEDIMPORT,50341,Last342,First342,S,20230907,19:00,7:30,12:30,REG,,,2.02E+11,N1441,42160,42160,CNMC
SCHEDIMPORT,50341,Last342,First342,S,20230908,19:00,7:30,12:30,REG,,,2.02E+11,N1441,42160,42160,CNMC
SCHEDIMPORT,50341,Last342,First342,S,20230912,19:00,7:30,12:30,REG,,,2.02E+11,N1441,42160,42160,CNMC
SCHEDIMPORT,50342,Last343,First343,L,20230907,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42110,42110,CNMC
SCHEDIMPORT,50342,Last343,First343,L,20230908,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42110,42110,CNMC
SCHEDIMPORT,50342,Last343,First343,L,20230911,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42110,42110,CNMC
SCHEDIMPORT,50342,Last343,First343,L,20230912,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42110,42110,CNMC
SCHEDIMPORT,50343,Last344,First344,,20230909,7:00,19:30,12:30,REG,,,2.02E+11,N1217,42000,42000,CNMC
SCHEDIMPORT,50343,Last344,First344,,20230910,7:00,19:30,12:30,REG,,,2.02E+11,N1217,42000,42000,CNMC
SCHEDIMPORT,50344,Last345,First345,,20230905,7:00,15:30,8:30,REG,,,2.02E+11,N1212,53430,53430,CNMC
SCHEDIMPORT,50344,Last345,First345,,20230906,7:00,15:30,8:30,REG,,,2.02E+11,N1212,53430,53430,CNMC
SCHEDIMPORT,50344,Last345,First345,,20230907,7:00,15:30,8:30,REG,,,2.02E+11,N1212,53430,53430,CNMC
SCHEDIMPORT,50344,Last345,First345,,20230908,7:00,15:30,8:30,REG,,,2.02E+11,N1212,53430,53430,CNMC
SCHEDIMPORT,50344,Last345,First345,,20230911,7:00,15:30,8:30,REG,,,2.02E+11,N1212,53430,53430,CNMC
SCHEDIMPORT,50344,Last345,First345,,20230912,7:00,15:30,8:30,REG,,,2.02E+11,N1212,53430,53430,CNMC
SCHEDIMPORT,50345,Last346,First346,M,20230905,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,50345,Last346,First346,M,20230907,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,50345,Last346,First346,M,20230908,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,50345,Last346,First346,M,20230912,7:00,19:00,12:00,PTO,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,50346,Last347,First347,E,20230906,19:00,7:30,12:30,REG,,,2.02E+11,N1211,42145,42145,CNMC
SCHEDIMPORT,50346,Last347,First347,E,20230907,19:00,7:30,12:30,REG,,,2.02E+11,N1211,42145,42145,CNMC
SCHEDIMPORT,50346,Last347,First347,E,20230908,19:00,7:30,12:30,REG,,,2.02E+11,N1211,42145,42145,CNMC
SCHEDIMPORT,50346,Last347,First347,E,20230911,8:00,16:30,8:30,Ed-Mtg,,,2.02E+11,N1211,42145,42145,CNMC
SCHEDIMPORT,50346,Last347,First347,E,20230912,7:00,19:30,12:30,REG,,,2.02E+11,N1211,42145,42145,CNMC
SCHEDIMPORT,50347,Last348,First348,,20230906,8:00,18:30,10:30,REG,,,2.02E+11,N4500,47010,47010,CNMC
SCHEDIMPORT,50347,Last348,First348,,20230907,8:00,18:30,10:30,REG,,,2.02E+11,N4500,47010,47010,CNMC
SCHEDIMPORT,50347,Last348,First348,,20230908,8:00,18:30,10:30,REG,,,2.02E+11,N4500,47010,47010,CNMC
SCHEDIMPORT,50347,Last348,First348,,20230911,8:00,18:30,10:30,REG,,,2.02E+11,N4500,47010,47010,CNMC
SCHEDIMPORT,50348,Last349,First349,A,20230905,7:00,18:30,11:30,REG,,,2.02E+11,N1652,59540,59540,CNMC
SCHEDIMPORT,50348,Last349,First349,A,20230906,7:00,18:30,11:30,REG,,,2.02E+11,N1652,59540,59540,CNMC
SCHEDIMPORT,50348,Last349,First349,A,20230908,7:00,17:30,10:30,REG,,,2.02E+11,N1652,59540,59540,CNMC
SCHEDIMPORT,50348,Last349,First349,A,20230911,7:00,17:30,10:30,REG,,,2.02E+11,N1652,59540,59540,CNMC
SCHEDIMPORT,50348,Last349,First349,A,20230912,7:00,17:30,10:30,REG,,,2.02E+11,N1652,59540,59540,CNMC
SCHEDIMPORT,50349,Last350,First350,,20230905,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,50349,Last350,First350,,20230907,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,50349,Last350,First350,,20230908,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,50349,Last350,First350,,20230910,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,50349,Last350,First350,,20230911,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,50350,Last351,First351,,20230908,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,50350,Last351,First351,,20230911,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,50350,Last351,First351,,20230912,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,50351,Last352,First352,,20230905,7:00,15:30,8:30,REG,,,2.02E+11,T2457,47005,47005,CNMC
SCHEDIMPORT,50351,Last352,First352,,20230906,7:00,15:30,8:30,REG,,,2.02E+11,T2457,47005,47005,CNMC
SCHEDIMPORT,50351,Last352,First352,,20230907,7:00,15:30,8:30,REG,,,2.02E+11,T2457,47005,47005,CNMC
SCHEDIMPORT,50351,Last352,First352,,20230908,7:00,15:30,8:30,REG,,,2.02E+11,T2457,47005,47005,CNMC
SCHEDIMPORT,50351,Last352,First352,,20230911,7:00,15:30,8:30,REG,,,2.02E+11,T2457,47005,47005,CNMC
SCHEDIMPORT,50351,Last352,First352,,20230912,7:00,15:30,8:30,REG,,,2.02E+11,T2457,47005,47005,CNMC
SCHEDIMPORT,50352,Last353,First353,S,20230908,19:00,7:30,12:30,REG,,,2.02E+11,P5812,42110,42110,CNMC
SCHEDIMPORT,50352,Last353,First353,S,20230909,19:00,7:30,12:30,REG,,,2.02E+11,P5812,42110,42110,CNMC
SCHEDIMPORT,50353,Last354,First354,,20230905,7:00,15:30,8:30,REG,,,2.02E+11,N1449,42110,42110,CNMC
SCHEDIMPORT,50353,Last354,First354,,20230906,7:00,15:30,8:30,REG,,,2.02E+11,N1449,42110,42110,CNMC
SCHEDIMPORT,50353,Last354,First354,,20230907,7:00,15:30,8:30,REG,,,2.02E+11,N1449,42110,42110,CNMC
SCHEDIMPORT,50353,Last354,First354,,20230908,7:00,15:30,8:30,REG,,,2.02E+11,N1449,42110,42110,CNMC
SCHEDIMPORT,50353,Last354,First354,,20230911,7:00,15:30,8:30,REG,,,2.02E+11,N1449,42110,42110,CNMC
SCHEDIMPORT,50353,Last354,First354,,20230912,7:00,15:30,8:30,REG,,,2.02E+11,N1449,42110,42110,CNMC
SCHEDIMPORT,50354,Last355,First355,D,20230911,19:00,7:30,12:30,REG,,,2.02E+11,P5812,42145,42145,CNMC
SCHEDIMPORT,50355,Last356,First356,,20230905,7:30,10:30,3:00,Ed-Mtg,,,2.02E+11,N2031,53010,53010,CNMC
SCHEDIMPORT,50355,Last356,First356,,20230906,19:00,7:30,12:30,REG,,,2.02E+11,N2031,53010,53010,CNMC
SCHEDIMPORT,50355,Last356,First356,,20230907,19:00,7:30,12:30,REG,,,2.02E+11,N2031,53010,53010,CNMC
SCHEDIMPORT,50356,Last357,First357,O,20230909,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42125,42125,CNMC
SCHEDIMPORT,50357,Last358,First358,M,20230906,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,50357,Last358,First358,M,20230908,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,50357,Last358,First358,M,20230909,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,50357,Last358,First358,M,20230911,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,50357,Last358,First358,M,20230912,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,50358,Last359,First359,D,20230905,7:00,19:30,12:30,REG,,,2.02E+11,N1212,41055,42160,CNMC
SCHEDIMPORT,50358,Last359,First359,D,20230906,7:00,19:30,12:30,REG,,,2.02E+11,N1314,41055,41055,CNMC
SCHEDIMPORT,50358,Last359,First359,D,20230908,7:00,19:30,12:30,REG,,,2.02E+11,N1314,41055,41055,CNMC
SCHEDIMPORT,50358,Last359,First359,D,20230912,7:00,19:30,12:30,REG,,,2.02E+11,N1314,41055,41055,CNMC
SCHEDIMPORT,50359,Last360,First360,K,20230906,7:00,19:30,12:30,REG,,,2.02E+11,N1211,42000,42000,CNMC
SCHEDIMPORT,50359,Last360,First360,K,20230907,7:00,19:30,12:30,REG,,,2.02E+11,N1211,42000,42000,CNMC
SCHEDIMPORT,50359,Last360,First360,K,20230911,7:00,19:30,12:30,REG,,,2.02E+11,N1211,42000,42000,CNMC
SCHEDIMPORT,50359,Last360,First360,K,20230912,7:00,19:30,12:30,REG,,,2.02E+11,N1211,42000,42000,CNMC
SCHEDIMPORT,50360,Last361,First361,,20230905,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42145,42145,CNMC
SCHEDIMPORT,50360,Last361,First361,,20230911,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42145,42145,CNMC
SCHEDIMPORT,50360,Last361,First361,,20230912,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42145,42145,CNMC
SCHEDIMPORT,50361,Last362,First362,,20230906,11:00,23:30,12:30,REG,,,2.02E+11,N1211,53430,53430,CNMC
SCHEDIMPORT,50361,Last362,First362,,20230907,11:00,23:30,12:30,REG,,,2.02E+11,N1211,53430,53430,CNMC
SCHEDIMPORT,50361,Last362,First362,,20230912,11:00,23:30,12:30,REG,,,2.02E+11,N1211,53430,53430,CNMC
SCHEDIMPORT,50362,Last363,First363,S,20230906,19:00,7:30,12:30,REG,,,2.02E+11,N1232,42145,42145,CNMC
SCHEDIMPORT,50362,Last363,First363,S,20230908,19:00,7:30,12:30,REG,,,2.02E+11,N1232,42145,42145,CNMC
SCHEDIMPORT,50362,Last363,First363,S,20230909,19:00,7:30,12:30,REG,,,2.02E+11,N1232,42145,42145,CNMC
